num_slices,accuracy
3,0.8081967213114755
6,0.8278688524590164
9,0.8278688524590164
12,0.840983606557377
15,0.8344262295081967
18,0.839344262295082
21,0.8459016393442623
24,0.8540983606557377
27,0.8442622950819673
30,0.8524590163934426
