num_slices,accuracy
5,0.6491803278688525
6,0.659016393442623
7,0.6573770491803279
8,0.6639344262295082
9,0.6622950819672131
10,0.6737704918032786
11,0.6786885245901639
12,0.6754098360655738
13,0.6819672131147541
14,0.6868852459016394
15,0.6819672131147541
16,0.6885245901639344
17,0.6901639344262295
18,0.6901639344262295
19,0.6934426229508197
20,0.6885245901639344
21,0.6885245901639344
22,0.6852459016393443
23,0.6885245901639344
24,0.6918032786885245
