num_slices,accuracy
3,0.8377049180327869
6,0.860655737704918
9,0.8704918032786885
12,0.8721311475409836
15,0.8737704918032787
18,0.8770491803278688
21,0.8688524590163934
24,0.8737704918032787
27,0.8655737704918033
30,0.8786885245901639
